certificate_id,issue_date,expiry_date,status,revocation_date,api_endpoint,issuer,key_length,tls_version
CERT-1256,17/03/2024,24/12/2024,active,,/api/v1/service31,PrimeCA,4096,TLS1.3
CERT-1257,14/06/2024,23/04/2026,revoked,02/04/2026,/api/v4/service49,PrimeCA,2048,TLS1.2
CERT-1258,22/04/2024,22/08/2025,revoked,17/07/2025,/api/v3/service36,SecureSign CA,3072,TLS1.2
CERT-1259,26/04/2024,10/12/2025,active,,/api/v5/service31,SecureSign CA,2048,TLS1.2
CERT-1260,20/03/2024,04/01/2025,revoked,06/10/2024,/api/v3/service42,GlobalTrust CA,4096,TLS1.3
CERT-1261,29/06/2024,14/07/2025,active,,/api/v3/service44,UniCA,4096,TLS1.3
CERT-1262,09/03/2024,01/03/2026,active,,/api/v4/service48,UniCA,2048,TLS1.3
CERT-1263,05/03/2024,14/05/2025,active,,/api/v1/service3,GlobalTrust CA,2048,TLS1.2
CERT-1264,30/04/2024,28/04/2025,active,,/api/v5/service10,UniCA,3072,TLS1.2
CERT-1265,24/01/2024,23/12/2025,active,,/api/v1/service43,UniCA,4096,TLS1.3
CERT-1266,27/02/2024,30/10/2024,revoked,01/10/2024,/api/v1/service10,SecureSign CA,4096,TLS1.2
CERT-1267,30/01/2024,11/06/2025,revoked,28/04/2025,/api/v5/service46,PrimeCA,4096,TLS1.3
CERT-1268,14/03/2024,06/02/2025,active,,/api/v5/service28,NetSecure CA,2048,TLS1.3
CERT-1269,29/02/2024,14/02/2025,active,,/api/v2/service48,GlobalTrust CA,4096,TLS1.3
CERT-1270,06/01/2024,12/02/2025,active,,/api/v4/service17,NetSecure CA,3072,TLS1.2
CERT-1271,04/05/2024,28/05/2025,revoked,16/03/2025,/api/v1/service13,NetSecure CA,4096,TLS1.2
CERT-1272,13/02/2024,27/02/2025,active,,/api/v5/service13,UniCA,2048,TLS1.2
CERT-1273,18/02/2024,23/09/2025,revoked,28/07/2025,/api/v3/service35,PrimeCA,4096,TLS1.2
CERT-1274,09/02/2024,31/08/2025,active,,/api/v4/service28,PrimeCA,3072,TLS1.2
CERT-1275,05/01/2024,02/02/2025,revoked,16/12/2024,/api/v4/service35,GlobalTrust CA,2048,TLS1.2
CERT-1276,23/06/2024,31/12/2025,active,,/api/v5/service33,UniCA,4096,TLS1.2
CERT-1277,31/01/2024,24/09/2024,revoked,12/09/2024,/api/v2/service38,PrimeCA,2048,TLS1.3
CERT-1278,24/05/2024,16/11/2025,active,,/api/v4/service38,GlobalTrust CA,4096,TLS1.2
CERT-1279,16/06/2024,30/05/2025,active,,/api/v2/service12,SecureSign CA,4096,TLS1.3
CERT-1280,15/01/2024,15/10/2024,active,,/api/v4/service45,GlobalTrust CA,4096,TLS1.2
CERT-1281,20/03/2024,15/10/2024,revoked,28/09/2024,/api/v2/service26,NetSecure CA,3072,TLS1.3
CERT-1282,13/07/2024,02/11/2025,active,,/api/v5/service46,NetSecure CA,4096,TLS1.3
CERT-1283,29/05/2024,25/01/2025,active,,/api/v1/service14,PrimeCA,4096,TLS1.3
CERT-1284,04/06/2024,28/09/2025,active,,/api/v5/service43,NetSecure CA,3072,TLS1.2
CERT-1285,31/01/2024,21/07/2025,active,,/api/v1/service15,UniCA,3072,TLS1.2
CERT-1286,19/02/2024,28/05/2025,revoked,28/03/2025,/api/v2/service20,UniCA,3072,TLS1.2
CERT-1287,13/05/2024,19/08/2025,active,,/api/v5/service22,UniCA,4096,TLS1.3
CERT-1288,23/02/2024,06/09/2024,revoked,16/08/2024,/api/v4/service16,PrimeCA,2048,TLS1.2
CERT-1289,13/04/2024,17/09/2025,revoked,06/07/2025,/api/v4/service33,UniCA,2048,TLS1.2
CERT-1290,18/05/2024,12/05/2026,active,,/api/v3/service41,NetSecure CA,3072,TLS1.2
CERT-1291,04/05/2024,10/06/2025,revoked,24/04/2025,/api/v5/service21,SecureSign CA,4096,TLS1.3
CERT-1292,18/04/2024,06/04/2026,active,,/api/v3/service34,PrimeCA,3072,TLS1.2
CERT-1293,19/03/2024,26/07/2025,active,,/api/v1/service36,NetSecure CA,3072,TLS1.3
CERT-1294,29/06/2024,25/01/2026,revoked,02/01/2026,/api/v5/service28,NetSecure CA,2048,TLS1.2
CERT-1295,07/05/2024,03/12/2025,revoked,20/11/2025,/api/v4/service32,NetSecure CA,3072,TLS1.3
CERT-1296,08/04/2024,20/08/2025,active,,/api/v2/service10,UniCA,2048,TLS1.2
CERT-1297,01/06/2024,17/05/2025,revoked,05/03/2025,/api/v2/service35,SecureSign CA,4096,TLS1.3
CERT-1298,23/02/2024,13/09/2025,revoked,22/07/2025,/api/v1/service30,GlobalTrust CA,2048,TLS1.2
CERT-1299,11/02/2024,17/02/2025,revoked,12/02/2025,/api/v3/service47,SecureSign CA,3072,TLS1.3
CERT-1300,03/07/2024,10/10/2025,active,,/api/v5/service21,UniCA,4096,TLS1.2
CERT-1301,15/04/2024,12/02/2026,revoked,28/01/2026,/api/v2/service30,GlobalTrust CA,3072,TLS1.2
CERT-1302,05/02/2024,07/01/2026,active,,/api/v5/service10,PrimeCA,2048,TLS1.2
CERT-1303,10/01/2024,07/02/2025,active,,/api/v4/service33,PrimeCA,3072,TLS1.3
CERT-1304,11/01/2024,21/09/2025,revoked,22/08/2025,/api/v5/service4,PrimeCA,2048,TLS1.2
CERT-1305,18/07/2024,31/05/2025,revoked,24/05/2025,/api/v4/service49,PrimeCA,2048,TLS1.3
CERT-1306,23/01/2024,31/03/2025,revoked,19/03/2025,/api/v3/service31,UniCA,3072,TLS1.3
CERT-1307,05/03/2024,19/12/2024,active,,/api/v5/service40,GlobalTrust CA,2048,TLS1.3
CERT-1308,25/01/2024,11/03/2025,revoked,08/01/2025,/api/v1/service35,PrimeCA,4096,TLS1.3
CERT-1309,30/01/2024,16/03/2025,active,,/api/v2/service37,PrimeCA,3072,TLS1.3
CERT-1310,25/03/2024,22/09/2024,active,,/api/v4/service23,SecureSign CA,3072,TLS1.3
CERT-1311,25/01/2024,19/01/2025,active,,/api/v5/service19,NetSecure CA,4096,TLS1.3
CERT-1312,15/01/2024,23/03/2025,revoked,25/12/2024,/api/v3/service1,GlobalTrust CA,3072,TLS1.3
CERT-1313,11/04/2024,13/01/2025,revoked,21/12/2024,/api/v5/service11,PrimeCA,3072,TLS1.3
CERT-1314,14/04/2024,20/12/2024,active,,/api/v4/service21,PrimeCA,4096,TLS1.3
CERT-1315,23/06/2024,14/01/2026,revoked,07/01/2026,/api/v5/service38,PrimeCA,3072,TLS1.3
CERT-1316,18/01/2024,17/09/2024,active,,/api/v4/service10,UniCA,4096,TLS1.3
CERT-1317,04/02/2024,25/08/2024,revoked,04/06/2024,/api/v2/service15,UniCA,4096,TLS1.2
CERT-1318,09/02/2024,01/12/2024,revoked,25/09/2024,/api/v1/service39,SecureSign CA,3072,TLS1.3
CERT-1319,21/03/2024,06/01/2026,revoked,05/01/2026,/api/v4/service31,NetSecure CA,3072,TLS1.2
CERT-1320,04/04/2024,25/12/2025,active,,/api/v1/service16,UniCA,4096,TLS1.2
CERT-1321,13/05/2024,14/11/2025,revoked,23/09/2025,/api/v4/service49,NetSecure CA,3072,TLS1.3
CERT-1322,22/04/2024,24/01/2025,active,,/api/v2/service27,SecureSign CA,2048,TLS1.3
CERT-1323,12/03/2024,03/01/2025,revoked,07/10/2024,/api/v2/service25,PrimeCA,3072,TLS1.2
CERT-1324,02/02/2024,23/10/2025,active,,/api/v1/service4,NetSecure CA,4096,TLS1.3
CERT-1325,05/02/2024,16/01/2026,revoked,24/12/2025,/api/v4/service8,GlobalTrust CA,3072,TLS1.3
CERT-1326,14/04/2024,16/07/2025,revoked,24/06/2025,/api/v2/service8,SecureSign CA,2048,TLS1.3
CERT-1327,10/04/2024,26/10/2024,active,,/api/v5/service12,SecureSign CA,4096,TLS1.3
CERT-1328,11/05/2024,11/12/2025,revoked,06/11/2025,/api/v1/service4,UniCA,2048,TLS1.3
CERT-1329,10/03/2024,31/07/2025,active,,/api/v2/service38,SecureSign CA,2048,TLS1.3
CERT-1330,07/03/2024,25/12/2025,active,,/api/v5/service38,NetSecure CA,4096,TLS1.2
CERT-1331,23/01/2024,13/12/2024,active,,/api/v5/service47,UniCA,3072,TLS1.3
CERT-1332,20/01/2024,20/12/2024,revoked,13/12/2024,/api/v4/service38,UniCA,2048,TLS1.2
CERT-1333,08/04/2024,26/12/2025,active,,/api/v1/service36,UniCA,2048,TLS1.2
CERT-1334,31/05/2024,04/06/2025,revoked,29/05/2025,/api/v4/service32,SecureSign CA,3072,TLS1.3
CERT-1335,30/05/2024,09/10/2025,active,,/api/v2/service25,PrimeCA,3072,TLS1.2
CERT-1336,25/02/2024,31/10/2025,revoked,02/09/2025,/api/v5/service44,NetSecure CA,4096,TLS1.3
CERT-1337,15/03/2024,22/11/2025,active,,/api/v4/service16,GlobalTrust CA,2048,TLS1.3
CERT-1338,19/04/2024,28/07/2025,revoked,14/07/2025,/api/v4/service10,UniCA,2048,TLS1.3
CERT-1339,15/01/2024,05/02/2025,active,,/api/v4/service42,PrimeCA,3072,TLS1.3
CERT-1340,04/02/2024,06/02/2025,revoked,13/01/2025,/api/v5/service26,PrimeCA,3072,TLS1.2
CERT-1341,25/02/2024,24/02/2025,revoked,23/12/2024,/api/v1/service13,GlobalTrust CA,4096,TLS1.3
CERT-1342,19/06/2024,26/03/2026,revoked,16/01/2026,/api/v1/service9,NetSecure CA,4096,TLS1.2
CERT-1343,24/04/2024,03/02/2026,revoked,06/01/2026,/api/v4/service36,GlobalTrust CA,3072,TLS1.3
CERT-1344,21/05/2024,15/07/2025,revoked,01/06/2025,/api/v3/service9,GlobalTrust CA,3072,TLS1.2
CERT-1345,12/07/2024,19/08/2025,active,,/api/v1/service14,GlobalTrust CA,2048,TLS1.3
CERT-1346,07/05/2024,18/09/2025,revoked,28/07/2025,/api/v5/service1,UniCA,4096,TLS1.2
CERT-1347,01/05/2024,09/01/2026,revoked,03/01/2026,/api/v4/service13,UniCA,3072,TLS1.3
CERT-1348,11/07/2024,25/10/2025,active,,/api/v3/service15,NetSecure CA,2048,TLS1.3
CERT-1349,27/01/2024,14/09/2024,revoked,25/08/2024,/api/v4/service43,PrimeCA,3072,TLS1.3
CERT-1350,18/02/2024,16/11/2024,active,,/api/v5/service40,GlobalTrust CA,2048,TLS1.2
CERT-1351,16/07/2024,13/02/2026,revoked,16/12/2025,/api/v3/service5,SecureSign CA,4096,TLS1.2
CERT-1352,19/03/2024,08/01/2026,active,,/api/v2/service43,PrimeCA,3072,TLS1.3
CERT-1353,28/01/2024,10/09/2025,active,,/api/v1/service7,PrimeCA,4096,TLS1.3
CERT-1354,17/07/2024,11/12/2025,revoked,06/11/2025,/api/v5/service9,PrimeCA,3072,TLS1.2
CERT-1355,13/01/2024,20/03/2025,revoked,27/01/2025,/api/v4/service27,GlobalTrust CA,2048,TLS1.3
CERT-1356,17/07/2024,24/01/2026,revoked,03/12/2025,/api/v2/service13,GlobalTrust CA,3072,TLS1.2
CERT-1357,09/05/2024,17/05/2025,revoked,30/04/2025,/api/v1/service24,NetSecure CA,2048,TLS1.3
CERT-1358,02/02/2024,17/01/2025,active,,/api/v3/service46,SecureSign CA,4096,TLS1.3
CERT-1359,20/04/2024,27/07/2025,revoked,24/05/2025,/api/v4/service18,PrimeCA,3072,TLS1.2
CERT-1360,31/05/2024,15/04/2025,active,,/api/v3/service3,NetSecure CA,3072,TLS1.2
CERT-1361,03/06/2024,26/04/2026,active,,/api/v3/service28,PrimeCA,3072,TLS1.3
CERT-1362,02/03/2024,28/09/2024,active,,/api/v4/service43,GlobalTrust CA,3072,TLS1.3
CERT-1363,18/03/2024,06/02/2025,active,,/api/v1/service16,SecureSign CA,4096,TLS1.3
CERT-1364,26/02/2024,21/09/2025,active,,/api/v2/service34,GlobalTrust CA,2048,TLS1.3
CERT-1365,24/02/2024,11/11/2024,active,,/api/v1/service8,NetSecure CA,4096,TLS1.2
CERT-1366,23/01/2024,17/10/2025,revoked,13/09/2025,/api/v1/service17,SecureSign CA,3072,TLS1.2
CERT-1367,11/04/2024,23/04/2025,active,,/api/v4/service28,PrimeCA,4096,TLS1.3
CERT-1368,30/05/2024,04/12/2024,revoked,09/10/2024,/api/v1/service19,NetSecure CA,3072,TLS1.3
CERT-1369,28/01/2024,29/12/2025,revoked,30/11/2025,/api/v5/service33,PrimeCA,4096,TLS1.3
CERT-1370,02/06/2024,01/06/2025,active,,/api/v5/service44,SecureSign CA,2048,TLS1.3
CERT-1371,06/05/2024,05/06/2025,active,,/api/v5/service3,GlobalTrust CA,3072,TLS1.2
CERT-1372,04/04/2024,25/11/2024,active,,/api/v4/service26,PrimeCA,4096,TLS1.2
CERT-1373,08/02/2024,15/11/2025,revoked,02/09/2025,/api/v3/service37,GlobalTrust CA,4096,TLS1.2
CERT-1374,10/05/2024,25/03/2026,active,,/api/v2/service37,GlobalTrust CA,4096,TLS1.2
CERT-1375,16/01/2024,03/02/2025,active,,/api/v2/service38,NetSecure CA,2048,TLS1.3
CERT-1376,04/01/2024,15/12/2025,active,,/api/v4/service40,UniCA,2048,TLS1.2
CERT-1377,06/05/2024,27/01/2026,active,,/api/v5/service35,NetSecure CA,4096,TLS1.2
CERT-1378,17/03/2024,01/01/2025,active,,/api/v2/service41,GlobalTrust CA,2048,TLS1.2
CERT-1379,19/04/2024,09/03/2026,active,,/api/v4/service17,GlobalTrust CA,2048,TLS1.3
CERT-1380,25/01/2024,27/08/2024,active,,/api/v2/service3,NetSecure CA,4096,TLS1.2
CERT-1381,20/02/2024,24/12/2024,active,,/api/v2/service50,UniCA,2048,TLS1.3
CERT-1382,03/03/2024,21/02/2026,active,,/api/v1/service21,SecureSign CA,4096,TLS1.3
CERT-1383,05/02/2024,27/11/2024,revoked,17/09/2024,/api/v3/service4,GlobalTrust CA,4096,TLS1.2
CERT-1384,30/01/2024,27/09/2025,active,,/api/v2/service14,NetSecure CA,2048,TLS1.2
CERT-1385,07/04/2024,11/04/2025,revoked,10/04/2025,/api/v1/service32,UniCA,4096,TLS1.3
CERT-1386,19/06/2024,19/12/2024,revoked,30/10/2024,/api/v2/service27,GlobalTrust CA,4096,TLS1.3
CERT-1387,21/01/2024,01/04/2025,active,,/api/v1/service33,SecureSign CA,3072,TLS1.2
CERT-1388,08/05/2024,04/02/2026,revoked,02/02/2026,/api/v1/service26,GlobalTrust CA,4096,TLS1.3
CERT-1389,27/01/2024,20/01/2025,active,,/api/v2/service46,GlobalTrust CA,3072,TLS1.2
CERT-1390,22/02/2024,06/08/2025,active,,/api/v5/service10,UniCA,2048,TLS1.3
CERT-1391,27/04/2024,11/11/2024,active,,/api/v3/service19,PrimeCA,4096,TLS1.2
CERT-1392,08/03/2024,04/01/2025,revoked,01/01/2025,/api/v1/service38,GlobalTrust CA,3072,TLS1.3
CERT-1393,21/03/2024,13/03/2025,active,,/api/v3/service40,SecureSign CA,2048,TLS1.3
CERT-1394,16/03/2024,30/12/2025,revoked,03/11/2025,/api/v2/service19,UniCA,3072,TLS1.2
CERT-1395,14/02/2024,12/07/2025,revoked,05/07/2025,/api/v2/service36,UniCA,2048,TLS1.2
CERT-1396,01/05/2024,14/10/2025,revoked,06/08/2025,/api/v5/service7,NetSecure CA,4096,TLS1.2
CERT-1397,25/06/2024,08/01/2026,active,,/api/v3/service47,UniCA,3072,TLS1.3
CERT-1398,08/01/2024,27/12/2025,active,,/api/v5/service24,PrimeCA,4096,TLS1.3
CERT-1399,21/02/2024,24/11/2024,active,,/api/v4/service35,SecureSign CA,3072,TLS1.2
CERT-1400,24/02/2024,20/01/2026,revoked,18/12/2025,/api/v3/service21,GlobalTrust CA,2048,TLS1.3
CERT-1401,18/02/2024,07/12/2024,revoked,11/11/2024,/api/v2/service26,SecureSign CA,3072,TLS1.2
CERT-1402,15/06/2024,19/12/2024,revoked,22/11/2024,/api/v1/service7,SecureSign CA,4096,TLS1.3
CERT-1403,25/06/2024,05/06/2026,revoked,30/05/2026,/api/v1/service36,NetSecure CA,2048,TLS1.3
CERT-1404,28/04/2024,10/05/2025,active,,/api/v5/service31,NetSecure CA,3072,TLS1.3
CERT-1405,11/02/2024,07/10/2025,active,,/api/v3/service12,UniCA,4096,TLS1.3
CERT-1406,18/03/2024,10/06/2025,revoked,26/03/2025,/api/v1/service50,UniCA,2048,TLS1.3
CERT-1407,04/02/2024,28/05/2025,revoked,12/03/2025,/api/v5/service1,UniCA,4096,TLS1.2
CERT-1408,25/05/2024,23/12/2025,active,,/api/v2/service29,SecureSign CA,4096,TLS1.3
CERT-1409,04/03/2024,07/12/2025,revoked,01/11/2025,/api/v1/service42,PrimeCA,3072,TLS1.3
CERT-1410,17/06/2024,25/05/2025,revoked,26/02/2025,/api/v2/service19,NetSecure CA,3072,TLS1.2
CERT-1411,27/05/2024,14/05/2026,revoked,12/04/2026,/api/v5/service45,UniCA,4096,TLS1.2
CERT-1412,06/02/2024,29/09/2025,revoked,07/09/2025,/api/v2/service42,GlobalTrust CA,2048,TLS1.3
CERT-1413,26/06/2024,27/06/2025,revoked,11/06/2025,/api/v1/service11,PrimeCA,2048,TLS1.2
CERT-1414,10/02/2024,02/03/2025,active,,/api/v5/service10,UniCA,3072,TLS1.2
CERT-1415,10/03/2024,13/06/2025,revoked,28/03/2025,/api/v5/service44,GlobalTrust CA,3072,TLS1.2
CERT-1416,10/07/2024,03/06/2025,active,,/api/v1/service20,GlobalTrust CA,3072,TLS1.2
CERT-1417,19/06/2024,11/01/2026,active,,/api/v1/service28,NetSecure CA,2048,TLS1.2
CERT-1418,05/06/2024,04/03/2025,revoked,27/12/2024,/api/v2/service32,UniCA,2048,TLS1.2
CERT-1419,28/06/2024,19/06/2026,revoked,16/05/2026,/api/v2/service45,NetSecure CA,3072,TLS1.3
CERT-1420,21/01/2024,30/04/2025,active,,/api/v3/service10,NetSecure CA,2048,TLS1.3
CERT-1421,20/06/2024,10/01/2026,active,,/api/v3/service43,SecureSign CA,3072,TLS1.3
CERT-1422,19/03/2024,28/10/2024,active,,/api/v1/service43,UniCA,4096,TLS1.3
CERT-1423,25/01/2024,21/09/2024,revoked,21/08/2024,/api/v4/service12,UniCA,4096,TLS1.2
CERT-1424,30/03/2024,26/06/2025,active,,/api/v3/service15,GlobalTrust CA,3072,TLS1.2
CERT-1425,20/04/2024,08/11/2025,active,,/api/v2/service8,PrimeCA,2048,TLS1.2
CERT-1426,15/06/2024,20/03/2026,revoked,23/12/2025,/api/v3/service31,SecureSign CA,3072,TLS1.2
CERT-1427,08/04/2024,03/01/2025,revoked,01/11/2024,/api/v2/service45,GlobalTrust CA,3072,TLS1.3
CERT-1428,23/03/2024,29/01/2026,active,,/api/v1/service7,SecureSign CA,3072,TLS1.3
CERT-1429,19/05/2024,17/01/2026,revoked,04/11/2025,/api/v5/service34,PrimeCA,4096,TLS1.2
CERT-1430,29/05/2024,15/01/2026,active,,/api/v3/service46,PrimeCA,3072,TLS1.3
CERT-1431,28/03/2024,13/07/2025,revoked,08/07/2025,/api/v2/service22,SecureSign CA,4096,TLS1.3
CERT-1432,03/03/2024,11/03/2025,revoked,16/02/2025,/api/v2/service36,NetSecure CA,3072,TLS1.2
CERT-1433,04/05/2024,18/12/2024,revoked,02/11/2024,/api/v3/service15,SecureSign CA,2048,TLS1.2
CERT-1434,14/03/2024,23/06/2025,revoked,08/05/2025,/api/v1/service16,PrimeCA,4096,TLS1.3
CERT-1435,01/06/2024,05/01/2026,revoked,07/12/2025,/api/v2/service18,SecureSign CA,2048,TLS1.2
CERT-1436,12/03/2024,02/12/2024,active,,/api/v5/service50,PrimeCA,3072,TLS1.2
CERT-1437,13/05/2024,26/03/2026,revoked,11/01/2026,/api/v1/service12,NetSecure CA,2048,TLS1.3
CERT-1438,24/05/2024,05/04/2026,active,,/api/v2/service33,UniCA,4096,TLS1.2
CERT-1439,14/04/2024,16/03/2025,revoked,23/12/2024,/api/v1/service2,UniCA,2048,TLS1.2
CERT-1440,22/06/2024,08/03/2026,revoked,10/12/2025,/api/v4/service28,NetSecure CA,2048,TLS1.2
CERT-1441,12/07/2024,23/01/2025,revoked,11/12/2024,/api/v2/service22,UniCA,2048,TLS1.3
CERT-1442,17/04/2024,21/03/2025,active,,/api/v5/service35,NetSecure CA,3072,TLS1.3
CERT-1443,04/07/2024,02/11/2025,active,,/api/v4/service31,PrimeCA,4096,TLS1.2
CERT-1444,09/04/2024,05/01/2025,active,,/api/v5/service8,GlobalTrust CA,2048,TLS1.2
CERT-1445,11/02/2024,26/09/2025,active,,/api/v1/service32,NetSecure CA,2048,TLS1.2
CERT-1446,17/06/2024,11/01/2026,revoked,08/12/2025,/api/v2/service29,PrimeCA,4096,TLS1.2
CERT-1447,31/01/2024,30/04/2025,active,,/api/v1/service43,NetSecure CA,2048,TLS1.3
CERT-1448,19/02/2024,30/01/2026,active,,/api/v2/service33,SecureSign CA,2048,TLS1.2
CERT-1449,30/04/2024,22/05/2025,active,,/api/v1/service32,SecureSign CA,4096,TLS1.3
CERT-1450,10/02/2024,16/03/2025,active,,/api/v1/service6,UniCA,3072,TLS1.2
CERT-1451,16/01/2024,28/05/2025,active,,/api/v2/service5,UniCA,2048,TLS1.3
CERT-1452,12/05/2024,28/08/2025,revoked,27/07/2025,/api/v1/service29,GlobalTrust CA,4096,TLS1.2
CERT-1453,06/05/2024,03/12/2024,active,,/api/v2/service38,NetSecure CA,4096,TLS1.3
CERT-1454,23/04/2024,16/09/2025,revoked,11/07/2025,/api/v5/service41,NetSecure CA,2048,TLS1.3
CERT-1455,14/02/2024,15/08/2024,revoked,25/05/2024,/api/v4/service2,UniCA,3072,TLS1.2
CERT-1456,25/06/2024,30/07/2025,revoked,22/05/2025,/api/v5/service45,SecureSign CA,2048,TLS1.2
CERT-1457,28/04/2024,04/01/2025,revoked,30/10/2024,/api/v1/service33,SecureSign CA,2048,TLS1.3
CERT-1458,23/03/2024,21/12/2024,active,,/api/v2/service22,GlobalTrust CA,3072,TLS1.2
CERT-1459,09/03/2024,23/07/2025,active,,/api/v2/service18,SecureSign CA,2048,TLS1.3
CERT-1460,29/05/2024,15/01/2026,active,,/api/v3/service17,GlobalTrust CA,2048,TLS1.2
CERT-1461,19/03/2024,13/08/2025,active,,/api/v5/service31,UniCA,2048,TLS1.3
CERT-1462,28/05/2024,30/11/2024,active,,/api/v4/service38,GlobalTrust CA,3072,TLS1.2
CERT-1463,19/01/2024,12/08/2025,active,,/api/v5/service44,PrimeCA,3072,TLS1.3
CERT-1464,27/04/2024,16/10/2025,active,,/api/v3/service25,PrimeCA,2048,TLS1.3
CERT-1465,01/07/2024,27/07/2025,revoked,30/05/2025,/api/v3/service14,GlobalTrust CA,4096,TLS1.3
CERT-1466,13/03/2024,04/11/2025,active,,/api/v1/service38,NetSecure CA,4096,TLS1.3
CERT-1467,10/05/2024,06/03/2026,revoked,13/02/2026,/api/v3/service44,SecureSign CA,4096,TLS1.3
CERT-1468,25/02/2024,09/01/2025,revoked,18/11/2024,/api/v4/service9,SecureSign CA,2048,TLS1.2
CERT-1469,12/07/2024,26/12/2025,revoked,30/09/2025,/api/v3/service15,SecureSign CA,2048,TLS1.3
CERT-1470,01/04/2024,13/04/2025,active,,/api/v5/service39,NetSecure CA,2048,TLS1.3
CERT-1471,01/02/2024,15/11/2024,revoked,25/10/2024,/api/v2/service49,UniCA,2048,TLS1.3
CERT-1472,14/01/2024,28/02/2025,active,,/api/v3/service50,NetSecure CA,4096,TLS1.3
CERT-1473,19/07/2024,31/05/2026,revoked,14/05/2026,/api/v4/service48,PrimeCA,2048,TLS1.3
CERT-1474,07/02/2024,17/10/2024,revoked,06/08/2024,/api/v4/service47,GlobalTrust CA,3072,TLS1.3
CERT-1475,11/07/2024,30/09/2025,revoked,10/08/2025,/api/v5/service14,UniCA,3072,TLS1.2
CERT-1476,02/01/2024,12/02/2025,active,,/api/v1/service17,UniCA,2048,TLS1.2
CERT-1477,08/07/2024,23/05/2025,revoked,10/03/2025,/api/v2/service25,GlobalTrust CA,3072,TLS1.2
CERT-1478,02/06/2024,31/03/2025,revoked,21/01/2025,/api/v3/service47,UniCA,4096,TLS1.3
CERT-1479,16/02/2024,20/08/2024,active,,/api/v5/service17,UniCA,3072,TLS1.3
CERT-1480,21/05/2024,14/06/2025,revoked,19/04/2025,/api/v4/service41,PrimeCA,4096,TLS1.3
CERT-1481,12/06/2024,03/04/2026,active,,/api/v1/service5,UniCA,2048,TLS1.3
CERT-1482,30/06/2024,10/03/2025,active,,/api/v4/service15,GlobalTrust CA,4096,TLS1.3
CERT-1483,10/03/2024,10/12/2024,active,,/api/v2/service44,NetSecure CA,2048,TLS1.2
CERT-1484,03/06/2024,14/04/2026,revoked,03/03/2026,/api/v4/service45,PrimeCA,2048,TLS1.2
CERT-1485,27/03/2024,27/02/2025,active,,/api/v2/service34,UniCA,4096,TLS1.3
CERT-1486,03/06/2024,07/11/2025,active,,/api/v3/service34,SecureSign CA,4096,TLS1.2
CERT-1487,26/02/2024,07/02/2025,active,,/api/v3/service25,UniCA,3072,TLS1.3
CERT-1488,20/06/2024,10/06/2025,revoked,25/04/2025,/api/v5/service35,SecureSign CA,3072,TLS1.3
CERT-1489,18/07/2024,05/06/2025,revoked,07/04/2025,/api/v1/service27,NetSecure CA,3072,TLS1.3
CERT-1490,17/04/2024,04/09/2025,active,,/api/v5/service26,SecureSign CA,3072,TLS1.3
CERT-1491,12/07/2024,20/10/2025,active,,/api/v5/service33,PrimeCA,4096,TLS1.3
CERT-1492,04/07/2024,06/05/2025,active,,/api/v1/service33,SecureSign CA,3072,TLS1.2
CERT-1493,03/01/2024,23/12/2025,active,,/api/v3/service50,GlobalTrust CA,2048,TLS1.2
CERT-1494,19/07/2024,20/04/2025,active,,/api/v2/service6,PrimeCA,2048,TLS1.2
CERT-1495,30/05/2024,11/05/2025,active,,/api/v1/service42,PrimeCA,3072,TLS1.3
CERT-1496,09/01/2024,07/12/2024,active,,/api/v3/service41,PrimeCA,2048,TLS1.2
CERT-1497,06/01/2024,19/03/2025,revoked,03/03/2025,/api/v4/service39,SecureSign CA,4096,TLS1.2
CERT-1498,23/03/2024,08/01/2025,active,,/api/v2/service39,PrimeCA,3072,TLS1.3
CERT-1499,08/04/2024,25/03/2026,revoked,14/02/2026,/api/v1/service47,UniCA,2048,TLS1.3
CERT-1500,09/06/2024,17/04/2025,revoked,19/02/2025,/api/v4/service6,PrimeCA,4096,TLS1.3
CERT-1501,10/07/2024,14/07/2025,active,,/api/v3/service29,SecureSign CA,2048,TLS1.3
CERT-1502,22/01/2024,04/03/2025,revoked,19/02/2025,/api/v3/service2,GlobalTrust CA,2048,TLS1.2
CERT-1503,10/07/2024,08/01/2025,revoked,20/11/2024,/api/v5/service42,SecureSign CA,3072,TLS1.3
CERT-1504,01/01/2024,10/01/2025,active,,/api/v1/service6,NetSecure CA,2048,TLS1.2
CERT-1505,17/05/2024,06/01/2025,active,,/api/v4/service13,GlobalTrust CA,3072,TLS1.2
CERT-1506,20/04/2024,02/01/2026,active,,/api/v1/service16,GlobalTrust CA,3072,TLS1.3
CERT-1507,22/03/2024,18/10/2024,active,,/api/v1/service25,GlobalTrust CA,2048,TLS1.2
CERT-1508,24/05/2024,28/03/2026,active,,/api/v4/service7,NetSecure CA,3072,TLS1.3
CERT-1509,09/01/2024,27/01/2025,revoked,07/01/2025,/api/v5/service22,PrimeCA,2048,TLS1.3
CERT-1510,01/02/2024,30/09/2025,revoked,14/07/2025,/api/v4/service30,GlobalTrust CA,2048,TLS1.3
CERT-1511,09/05/2024,06/06/2025,revoked,30/04/2025,/api/v2/service3,NetSecure CA,3072,TLS1.3
